category,Title ,Base_Reviews
frustration,Did not work with Iphone.,Did not work with Iphone.. Not good
frustration,One Star,One Star. not worth the effort
frustration,Three Stars,Three Stars. Very complicated to print a document!
frustration,Driver not listed,Driver not listed. Did not have a driver for Brother HL-2240 printer.. Useless
frustration,One Star,One Star. It doesn't do what it's supposed to do. Failed.
frustration,No good for kindle,No good for kindle. Another printer app that won't work with the kindle.
frustration,BAHHH,"BAHHH. Nothing against the app... I tried it to see if it would work. What I need is an app available at Google to print from my Fire to my Epson printer, but Amazon does not allow their devices to download android apps from the Google app store. That is the reason for one star... not because of the app but an expression of disgust against Amazon/Google policies. Cut the crap and think of your customers >:-("
frustration,Poor instructions.,Poor instructions.. Tried to install it twice.  Never worked.  Poor instructions.
frustration,vague,"vague. Setting up WiFi printing through the app was a little difficult. Since we run strictly off 4g I had to work around the downloading of the driver package to set up the app. Now everything is set up but I receive an error message that says &#34;Error_Free_Version&#34;. What this means is beyond myself, but I can only think that it means I have to pay to be able to print anything besides a test page assuming."
frustration,Not working at all,"Not working at all. Install was painless and it seems to find my network (the tablet is already connected) and even the machines where some printers are connected.  But when I try to add a printer... it immediately gets an error.The three printers are all shared and used by a mix of six different machines both wired and wireless.This app just says ""Error during discovery""  ""Windows shared printer error""  ""Detailed message: Failed to connect"".  The only option is to click and close the error box and try again (with the same error).I expected to maybe get a logon prompt but that never happened either."
frustration,Difficult to use to print email messages with servers that ...,Difficult to use to print email messages with servers that .... Difficult to use to print email messages with servers that would work.  I could not get it to print with my email server.
frustration,font size,font size. Can anyone tell me how to enlarge the font size.  It comes out so small I can not read it.  Other then that I like this app.
frustration,While it recognized the printer (HP Officejet 5740) and gave ...,While it recognized the printer (HP Officejet 5740) and gave .... While it recognized the printer (HP Officejet 5740) and gave the command to print... the printer was unable to communicate back to the software
frustration,One Star,"One Star. Cumbersome to use. After a few minutes, I gave up and deleted it from my device."
frustration,One Star,One Star. Still unable to get.work.
frustration,Just a re-badged version of PrintHand MobilePrint,"Just a re-badged version of PrintHand MobilePrint. But at least it prints, as provided with a comeon for money.  Apparently, Hammermill paid the author of PrintHand to license it as a promotional app for their products.  Works well enough, except no color on my color laser."
frustration,Terrible,Terrible. Very slow...didn't transfer information to be printed correctly!
frustration,It doesn't work,"It doesn't work. Awful, don't buy this.  It's supposed to be free but when one goes to print, it requires an upgrade which is not free.  I purchased the upgrade and it wouldn't print and kept asking for the upgrade which had already been purchased.  Tech support is useless.  They told me to install and reinstall, which I did (about 10 times) and it still didn't work, still asked for the upgrade, and then they wanted my receipt from Amazon.  Also, I got a different person each time.  Stay away!"
frustration,Doesn't work,Doesn't work. Downloadrdd and learned that you have to pay for the update to get the driver. I did that and it prints half a page. Tried for an hour and cant figure out what is wrong.
frustration,Doesn't Work,"Doesn't Work. I have an HP printer. The app refers to a 3rd party HP download. After you download the HP app and hit print...………This what happens...………nothing. Waste of time. This app is not compatible with the Fire 10. The Fire 10 is an android device. You would think you could pair the pad via WIFI, like my android Motorola cell phone. Doesn't work that way!"
frustration,Didn't work...,"Didn't work.... This Hammermill Print app wouldn't work properly on my phone. After downloading, it never would connect my printer to my cellphone and kept locking up & shutting down. I had to uninstall and go with a different app."
